n = 1 | d = 1 | goodJ.size() = 0 | err = 0.0
n = 41 | d = 11 | goodJ.size() = 1 | err = 0.41463414634146345
n = 41 | d = 21 | goodJ.size() = 0 | err = 0.6097560975609756
n = 41 | d = 31 | goodJ.size() = 1 | err = 0.41463414634146345
n = 41 | d = 41 | goodJ.size() = 1 | err = 0.5609756097560976
n = 41 | d = 51 | goodJ.size() = 2 | err = 0.43902439024390244
n = 41 | d = 61 | goodJ.size() = 3 | err = 0.7073170731707318
n = 41 | d = 71 | goodJ.size() = 4 | err = 0.4634146341463415
n = 41 | d = 81 | goodJ.size() = 1 | err = 0.5121951219512195
n = 41 | d = 91 | goodJ.size() = 5 | err = 0.5609756097560976
n = 41 | d = 101 | goodJ.size() = 2 | err = 0.3902439024390244
n = 41 | d = 111 | goodJ.size() = 3 | err = 0.4878048780487805
n = 41 | d = 121 | goodJ.size() = 3 | err = 0.5121951219512195
n = 41 | d = 131 | goodJ.size() = 4 | err = 0.4634146341463415
n = 41 | d = 141 | goodJ.size() = 6 | err = 0.4878048780487805
n = 41 | d = 151 | goodJ.size() = 4 | err = 0.36585365853658536
n = 41 | d = 161 | goodJ.size() = 5 | err = 0.4878048780487805
n = 41 | d = 171 | goodJ.size() = 7 | err = 0.5609756097560976
n = 41 | d = 181 | goodJ.size() = 5 | err = 0.6829268292682927
n = 41 | d = 191 | goodJ.size() = 7 | err = 0.36585365853658536
n = 41 | d = 201 | goodJ.size() = 2 | err = 0.24390243902439024
n = 41 | d = 211 | goodJ.size() = 2 | err = 0.5121951219512195
n = 41 | d = 221 | goodJ.size() = 8 | err = 0.43902439024390244
n = 41 | d = 231 | goodJ.size() = 8 | err = 0.3170731707317073
n = 41 | d = 241 | goodJ.size() = 8 | err = 0.5853658536585367
n = 41 | d = 251 | goodJ.size() = 9 | err = 0.36585365853658536
n = 41 | d = 261 | goodJ.size() = 12 | err = 0.5121951219512195
n = 41 | d = 271 | goodJ.size() = 8 | err = 0.5365853658536586
n = 41 | d = 281 | goodJ.size() = 7 | err = 0.5853658536585367
n = 41 | d = 291 | goodJ.size() = 9 | err = 0.41463414634146345
n = 41 | d = 301 | goodJ.size() = 7 | err = 0.5609756097560976
n = 41 | d = 311 | goodJ.size() = 9 | err = 0.5121951219512195
n = 41 | d = 321 | goodJ.size() = 7 | err = 0.41463414634146345
n = 41 | d = 331 | goodJ.size() = 12 | err = 0.4878048780487805
n = 41 | d = 341 | goodJ.size() = 4 | err = 0.41463414634146345
n = 41 | d = 351 | goodJ.size() = 15 | err = 0.5121951219512195
n = 41 | d = 361 | goodJ.size() = 10 | err = 0.5121951219512195
n = 41 | d = 371 | goodJ.size() = 10 | err = 0.4634146341463415
n = 41 | d = 381 | goodJ.size() = 10 | err = 0.4878048780487805
n = 41 | d = 391 | goodJ.size() = 11 | err = 0.5121951219512195
n = 41 | d = 401 | goodJ.size() = 8 | err = 0.5121951219512195
n = 41 | d = 411 | goodJ.size() = 9 | err = 0.43902439024390244
n = 41 | d = 421 | goodJ.size() = 12 | err = 0.43902439024390244
n = 41 | d = 431 | goodJ.size() = 13 | err = 0.43902439024390244
n = 41 | d = 441 | goodJ.size() = 9 | err = 0.7560975609756098
n = 41 | d = 451 | goodJ.size() = 7 | err = 0.43902439024390244
n = 41 | d = 461 | goodJ.size() = 13 | err = 0.5121951219512195
n = 41 | d = 471 | goodJ.size() = 10 | err = 0.41463414634146345
n = 41 | d = 481 | goodJ.size() = 7 | err = 0.5853658536585367
n = 41 | d = 491 | goodJ.size() = 15 | err = 0.5853658536585367
n = 41 | d = 501 | goodJ.size() = 17 | err = 0.43902439024390244
n = 41 | d = 511 | goodJ.size() = 8 | err = 0.5853658536585367
n = 41 | d = 521 | goodJ.size() = 14 | err = 0.36585365853658536
n = 41 | d = 531 | goodJ.size() = 7 | err = 0.4634146341463415
n = 41 | d = 541 | goodJ.size() = 16 | err = 0.4634146341463415
n = 41 | d = 551 | goodJ.size() = 21 | err = 0.5853658536585367
n = 41 | d = 561 | goodJ.size() = 19 | err = 0.5853658536585367
n = 41 | d = 571 | goodJ.size() = 29 | err = 0.4878048780487805
n = 41 | d = 581 | goodJ.size() = 13 | err = 0.43902439024390244
n = 41 | d = 591 | goodJ.size() = 21 | err = 0.6341463414634146
n = 41 | d = 601 | goodJ.size() = 16 | err = 0.43902439024390244
n = 41 | d = 611 | goodJ.size() = 19 | err = 0.5609756097560976
n = 41 | d = 621 | goodJ.size() = 19 | err = 0.5365853658536586
n = 41 | d = 631 | goodJ.size() = 24 | err = 0.5609756097560976
n = 41 | d = 641 | goodJ.size() = 19 | err = 0.4878048780487805
n = 41 | d = 651 | goodJ.size() = 13 | err = 0.6585365853658537
n = 41 | d = 661 | goodJ.size() = 21 | err = 0.4878048780487805
n = 41 | d = 671 | goodJ.size() = 16 | err = 0.5121951219512195
n = 41 | d = 681 | goodJ.size() = 24 | err = 0.3902439024390244
n = 41 | d = 691 | goodJ.size() = 18 | err = 0.3170731707317073
n = 41 | d = 701 | goodJ.size() = 20 | err = 0.5853658536585367
n = 41 | d = 711 | goodJ.size() = 26 | err = 0.4878048780487805
n = 41 | d = 721 | goodJ.size() = 15 | err = 0.5121951219512195
n = 41 | d = 731 | goodJ.size() = 20 | err = 0.3902439024390244
n = 41 | d = 741 | goodJ.size() = 20 | err = 0.6585365853658537
n = 41 | d = 751 | goodJ.size() = 18 | err = 0.3170731707317073
n = 41 | d = 761 | goodJ.size() = 26 | err = 0.4634146341463415
n = 41 | d = 771 | goodJ.size() = 25 | err = 0.4878048780487805
n = 41 | d = 781 | goodJ.size() = 26 | err = 0.5853658536585367
n = 41 | d = 791 | goodJ.size() = 20 | err = 0.3902439024390244
n = 41 | d = 801 | goodJ.size() = 26 | err = 0.5609756097560976
n = 41 | d = 811 | goodJ.size() = 16 | err = 0.3902439024390244
n = 41 | d = 821 | goodJ.size() = 21 | err = 0.6097560975609756
n = 41 | d = 831 | goodJ.size() = 18 | err = 0.5121951219512195
n = 41 | d = 841 | goodJ.size() = 29 | err = 0.34146341463414637
n = 41 | d = 851 | goodJ.size() = 21 | err = 0.41463414634146345
n = 41 | d = 861 | goodJ.size() = 29 | err = 0.6097560975609756
n = 41 | d = 871 | goodJ.size() = 29 | err = 0.4878048780487805
n = 41 | d = 881 | goodJ.size() = 25 | err = 0.6097560975609756
n = 41 | d = 891 | goodJ.size() = 24 | err = 0.5365853658536586
n = 41 | d = 901 | goodJ.size() = 20 | err = 0.5121951219512195
n = 41 | d = 911 | goodJ.size() = 26 | err = 0.4634146341463415
n = 41 | d = 921 | goodJ.size() = 26 | err = 0.4634146341463415
n = 41 | d = 931 | goodJ.size() = 23 | err = 0.7073170731707318
n = 41 | d = 941 | goodJ.size() = 19 | err = 0.5365853658536586
n = 41 | d = 951 | goodJ.size() = 27 | err = 0.43902439024390244
n = 41 | d = 961 | goodJ.size() = 17 | err = 0.41463414634146345
n = 41 | d = 971 | goodJ.size() = 31 | err = 0.5853658536585367
n = 41 | d = 981 | goodJ.size() = 31 | err = 0.5121951219512195
n = 41 | d = 991 | goodJ.size() = 25 | err = 0.4634146341463415
n = 51 | d = 1 | goodJ.size() = 0 | err = 0.45098039215686275
n = 51 | d = 11 | goodJ.size() = 0 | err = 0.5686274509803921
n = 51 | d = 21 | goodJ.size() = 0 | err = 0.49019607843137253
n = 51 | d = 31 | goodJ.size() = 0 | err = 0.5294117647058824
n = 51 | d = 41 | goodJ.size() = 1 | err = 0.6470588235294118
n = 51 | d = 51 | goodJ.size() = 1 | err = 0.47058823529411764
n = 51 | d = 61 | goodJ.size() = 0 | err = 0.47058823529411764
n = 51 | d = 71 | goodJ.size() = 1 | err = 0.47058823529411764
n = 51 | d = 81 | goodJ.size() = 1 | err = 0.45098039215686275
n = 51 | d = 91 | goodJ.size() = 1 | err = 0.5098039215686274
n = 51 | d = 101 | goodJ.size() = 4 | err = 0.43137254901960786
n = 51 | d = 111 | goodJ.size() = 5 | err = 0.5686274509803921
n = 51 | d = 121 | goodJ.size() = 0 | err = 0.5098039215686274
n = 51 | d = 131 | goodJ.size() = 5 | err = 0.43137254901960786
n = 51 | d = 141 | goodJ.size() = 3 | err = 0.5098039215686274
n = 51 | d = 151 | goodJ.size() = 4 | err = 0.47058823529411764
n = 51 | d = 161 | goodJ.size() = 5 | err = 0.5098039215686274
n = 51 | d = 171 | goodJ.size() = 2 | err = 0.49019607843137253
n = 51 | d = 181 | goodJ.size() = 4 | err = 0.6274509803921569
n = 51 | d = 191 | goodJ.size() = 6 | err = 0.5294117647058824
n = 51 | d = 201 | goodJ.size() = 10 | err = 0.43137254901960786
n = 51 | d = 211 | goodJ.size() = 7 | err = 0.5686274509803921
n = 51 | d = 221 | goodJ.size() = 5 | err = 0.6274509803921569
n = 51 | d = 231 | goodJ.size() = 5 | err = 0.5098039215686274
n = 51 | d = 241 | goodJ.size() = 12 | err = 0.4117647058823529
n = 51 | d = 251 | goodJ.size() = 5 | err = 0.5098039215686274
n = 51 | d = 261 | goodJ.size() = 3 | err = 0.37254901960784315
n = 51 | d = 271 | goodJ.size() = 5 | err = 0.43137254901960786
n = 51 | d = 281 | goodJ.size() = 9 | err = 0.39215686274509803
n = 51 | d = 291 | goodJ.size() = 4 | err = 0.5098039215686274
n = 51 | d = 301 | goodJ.size() = 10 | err = 0.5098039215686274
n = 51 | d = 311 | goodJ.size() = 9 | err = 0.49019607843137253
n = 51 | d = 321 | goodJ.size() = 2 | err = 0.45098039215686275
n = 51 | d = 331 | goodJ.size() = 7 | err = 0.6078431372549019
n = 51 | d = 341 | goodJ.size() = 7 | err = 0.43137254901960786
n = 51 | d = 351 | goodJ.size() = 7 | err = 0.45098039215686275
n = 51 | d = 361 | goodJ.size() = 6 | err = 0.5294117647058824
n = 51 | d = 371 | goodJ.size() = 9 | err = 0.5686274509803921
n = 51 | d = 381 | goodJ.size() = 9 | err = 0.6078431372549019
n = 51 | d = 391 | goodJ.size() = 8 | err = 0.47058823529411764
n = 51 | d = 401 | goodJ.size() = 7 | err = 0.5686274509803921
n = 51 | d = 411 | goodJ.size() = 8 | err = 0.49019607843137253
n = 51 | d = 421 | goodJ.size() = 7 | err = 0.45098039215686275
n = 51 | d = 431 | goodJ.size() = 15 | err = 0.5490196078431373
n = 51 | d = 441 | goodJ.size() = 7 | err = 0.49019607843137253
n = 51 | d = 451 | goodJ.size() = 10 | err = 0.43137254901960786
n = 51 | d = 461 | goodJ.size() = 13 | err = 0.43137254901960786
n = 51 | d = 471 | goodJ.size() = 7 | err = 0.47058823529411764
n = 51 | d = 481 | goodJ.size() = 13 | err = 0.5686274509803921
n = 51 | d = 491 | goodJ.size() = 10 | err = 0.5882352941176471
n = 51 | d = 501 | goodJ.size() = 16 | err = 0.6078431372549019
n = 51 | d = 511 | goodJ.size() = 14 | err = 0.47058823529411764
n = 51 | d = 521 | goodJ.size() = 13 | err = 0.45098039215686275
n = 51 | d = 531 | goodJ.size() = 10 | err = 0.47058823529411764
n = 51 | d = 541 | goodJ.size() = 16 | err = 0.6078431372549019
n = 51 | d = 551 | goodJ.size() = 8 | err = 0.45098039215686275
n = 51 | d = 561 | goodJ.size() = 14 | err = 0.47058823529411764
n = 51 | d = 571 | goodJ.size() = 17 | err = 0.47058823529411764
n = 51 | d = 581 | goodJ.size() = 18 | err = 0.6078431372549019
n = 51 | d = 591 | goodJ.size() = 10 | err = 0.49019607843137253
n = 51 | d = 601 | goodJ.size() = 11 | err = 0.47058823529411764
n = 51 | d = 611 | goodJ.size() = 13 | err = 0.4117647058823529
n = 51 | d = 621 | goodJ.size() = 10 | err = 0.3529411764705882
n = 51 | d = 631 | goodJ.size() = 19 | err = 0.49019607843137253
n = 51 | d = 641 | goodJ.size() = 17 | err = 0.5098039215686274
n = 51 | d = 651 | goodJ.size() = 15 | err = 0.5882352941176471
n = 51 | d = 661 | goodJ.size() = 15 | err = 0.5294117647058824
n = 51 | d = 671 | goodJ.size() = 21 | err = 0.5098039215686274
n = 51 | d = 681 | goodJ.size() = 17 | err = 0.5490196078431373
n = 51 | d = 691 | goodJ.size() = 19 | err = 0.5098039215686274
n = 51 | d = 701 | goodJ.size() = 15 | err = 0.43137254901960786
n = 51 | d = 711 | goodJ.size() = 24 | err = 0.5294117647058824
n = 51 | d = 721 | goodJ.size() = 14 | err = 0.5490196078431373
n = 51 | d = 731 | goodJ.size() = 15 | err = 0.5490196078431373
n = 51 | d = 741 | goodJ.size() = 15 | err = 0.5882352941176471
n = 51 | d = 751 | goodJ.size() = 19 | err = 0.47058823529411764
n = 51 | d = 761 | goodJ.size() = 17 | err = 0.49019607843137253
n = 51 | d = 771 | goodJ.size() = 18 | err = 0.5098039215686274
n = 51 | d = 781 | goodJ.size() = 18 | err = 0.5686274509803921
n = 51 | d = 791 | goodJ.size() = 12 | err = 0.3529411764705882
n = 51 | d = 801 | goodJ.size() = 22 | err = 0.5686274509803921
n = 51 | d = 811 | goodJ.size() = 22 | err = 0.5098039215686274
n = 51 | d = 821 | goodJ.size() = 19 | err = 0.45098039215686275
n = 51 | d = 831 | goodJ.size() = 20 | err = 0.47058823529411764
n = 51 | d = 841 | goodJ.size() = 14 | err = 0.37254901960784315
n = 51 | d = 851 | goodJ.size() = 31 | err = 0.47058823529411764
n = 51 | d = 861 | goodJ.size() = 27 | err = 0.43137254901960786
n = 51 | d = 871 | goodJ.size() = 21 | err = 0.43137254901960786
n = 51 | d = 881 | goodJ.size() = 17 | err = 0.6078431372549019
n = 51 | d = 891 | goodJ.size() = 23 | err = 0.5490196078431373
n = 51 | d = 901 | goodJ.size() = 17 | err = 0.4117647058823529
n = 51 | d = 911 | goodJ.size() = 24 | err = 0.5098039215686274
n = 51 | d = 921 | goodJ.size() = 18 | err = 0.4117647058823529
n = 51 | d = 931 | goodJ.size() = 19 | err = 0.6078431372549019
n = 51 | d = 941 | goodJ.size() = 21 | err = 0.5686274509803921
n = 51 | d = 951 | goodJ.size() = 27 | err = 0.43137254901960786
n = 51 | d = 961 | goodJ.size() = 33 | err = 0.5098039215686274
n = 51 | d = 971 | goodJ.size() = 22 | err = 0.5294117647058824
n = 51 | d = 981 | goodJ.size() = 27 | err = 0.5294117647058824
n = 51 | d = 991 | goodJ.size() = 26 | err = 0.49019607843137253
n = 61 | d = 1 | goodJ.size() = 0 | err = 0.4754098360655738
n = 61 | d = 11 | goodJ.size() = 0 | err = 0.4754098360655738
n = 61 | d = 21 | goodJ.size() = 1 | err = 0.39344262295081966
n = 61 | d = 31 | goodJ.size() = 0 | err = 0.4098360655737705
n = 61 | d = 41 | goodJ.size() = 2 | err = 0.5409836065573771
n = 61 | d = 51 | goodJ.size() = 1 | err = 0.5573770491803279
n = 61 | d = 61 | goodJ.size() = 0 | err = 0.5573770491803279
n = 61 | d = 71 | goodJ.size() = 3 | err = 0.5737704918032788
n = 61 | d = 81 | goodJ.size() = 0 | err = 0.5081967213114754
n = 61 | d = 91 | goodJ.size() = 1 | err = 0.4426229508196722
n = 61 | d = 101 | goodJ.size() = 2 | err = 0.42622950819672134
n = 61 | d = 111 | goodJ.size() = 0 | err = 0.5081967213114754
n = 61 | d = 121 | goodJ.size() = 0 | err = 0.5573770491803279
n = 61 | d = 131 | goodJ.size() = 5 | err = 0.5081967213114754
n = 61 | d = 141 | goodJ.size() = 6 | err = 0.4754098360655738
n = 61 | d = 151 | goodJ.size() = 3 | err = 0.4426229508196722
n = 61 | d = 161 | goodJ.size() = 2 | err = 0.5901639344262295
n = 61 | d = 171 | goodJ.size() = 0 | err = 0.5737704918032788
n = 61 | d = 181 | goodJ.size() = 3 | err = 0.45901639344262296
n = 61 | d = 191 | goodJ.size() = 5 | err = 0.3770491803278689
n = 61 | d = 201 | goodJ.size() = 3 | err = 0.49180327868852464
n = 61 | d = 211 | goodJ.size() = 2 | err = 0.5901639344262295
n = 61 | d = 221 | goodJ.size() = 5 | err = 0.5245901639344263
n = 61 | d = 231 | goodJ.size() = 5 | err = 0.6229508196721312
n = 61 | d = 241 | goodJ.size() = 3 | err = 0.5737704918032788
n = 61 | d = 251 | goodJ.size() = 6 | err = 0.5245901639344263
n = 61 | d = 261 | goodJ.size() = 3 | err = 0.4098360655737705
n = 61 | d = 271 | goodJ.size() = 6 | err = 0.4754098360655738
n = 61 | d = 281 | goodJ.size() = 7 | err = 0.49180327868852464
n = 61 | d = 291 | goodJ.size() = 9 | err = 0.49180327868852464
n = 61 | d = 301 | goodJ.size() = 7 | err = 0.49180327868852464
n = 61 | d = 311 | goodJ.size() = 6 | err = 0.4426229508196722
n = 61 | d = 321 | goodJ.size() = 8 | err = 0.4754098360655738
n = 61 | d = 331 | goodJ.size() = 7 | err = 0.5245901639344263
n = 61 | d = 341 | goodJ.size() = 7 | err = 0.45901639344262296
n = 61 | d = 351 | goodJ.size() = 5 | err = 0.5081967213114754
n = 61 | d = 361 | goodJ.size() = 5 | err = 0.45901639344262296
n = 61 | d = 371 | goodJ.size() = 5 | err = 0.5573770491803279
n = 61 | d = 381 | goodJ.size() = 11 | err = 0.42622950819672134
n = 61 | d = 391 | goodJ.size() = 8 | err = 0.4426229508196722
n = 61 | d = 401 | goodJ.size() = 7 | err = 0.39344262295081966
n = 61 | d = 411 | goodJ.size() = 4 | err = 0.6065573770491803
n = 61 | d = 421 | goodJ.size() = 10 | err = 0.5573770491803279
n = 61 | d = 431 | goodJ.size() = 7 | err = 0.5245901639344263
n = 61 | d = 441 | goodJ.size() = 6 | err = 0.42622950819672134
n = 61 | d = 451 | goodJ.size() = 10 | err = 0.5081967213114754
n = 61 | d = 461 | goodJ.size() = 10 | err = 0.4426229508196722
n = 61 | d = 471 | goodJ.size() = 7 | err = 0.49180327868852464
n = 61 | d = 481 | goodJ.size() = 11 | err = 0.4426229508196722
n = 61 | d = 491 | goodJ.size() = 11 | err = 0.5081967213114754
n = 61 | d = 501 | goodJ.size() = 9 | err = 0.5573770491803279
n = 61 | d = 511 | goodJ.size() = 8 | err = 0.5737704918032788
n = 61 | d = 521 | goodJ.size() = 9 | err = 0.5245901639344263
n = 61 | d = 531 | goodJ.size() = 11 | err = 0.4426229508196722
n = 61 | d = 541 | goodJ.size() = 8 | err = 0.4098360655737705
n = 61 | d = 551 | goodJ.size() = 16 | err = 0.5737704918032788
n = 61 | d = 561 | goodJ.size() = 5 | err = 0.39344262295081966
n = 61 | d = 571 | goodJ.size() = 9 | err = 0.49180327868852464
n = 61 | d = 581 | goodJ.size() = 12 | err = 0.5081967213114754
n = 61 | d = 591 | goodJ.size() = 9 | err = 0.4754098360655738
n = 61 | d = 601 | goodJ.size() = 11 | err = 0.45901639344262296
n = 61 | d = 611 | goodJ.size() = 15 | err = 0.5245901639344263
n = 61 | d = 621 | goodJ.size() = 13 | err = 0.5901639344262295
n = 61 | d = 631 | goodJ.size() = 10 | err = 0.5245901639344263
n = 61 | d = 641 | goodJ.size() = 11 | err = 0.5901639344262295
n = 61 | d = 651 | goodJ.size() = 14 | err = 0.4426229508196722
n = 61 | d = 661 | goodJ.size() = 10 | err = 0.39344262295081966
n = 61 | d = 671 | goodJ.size() = 12 | err = 0.5245901639344263
n = 61 | d = 681 | goodJ.size() = 17 | err = 0.49180327868852464
n = 61 | d = 691 | goodJ.size() = 13 | err = 0.42622950819672134
n = 61 | d = 701 | goodJ.size() = 10 | err = 0.5573770491803279
n = 61 | d = 711 | goodJ.size() = 16 | err = 0.5245901639344263
n = 61 | d = 721 | goodJ.size() = 12 | err = 0.49180327868852464
n = 61 | d = 731 | goodJ.size() = 17 | err = 0.4754098360655738
n = 61 | d = 741 | goodJ.size() = 13 | err = 0.49180327868852464
n = 61 | d = 751 | goodJ.size() = 24 | err = 0.45901639344262296
n = 61 | d = 761 | goodJ.size() = 14 | err = 0.49180327868852464
n = 61 | d = 771 | goodJ.size() = 12 | err = 0.5081967213114754
n = 61 | d = 781 | goodJ.size() = 14 | err = 0.45901639344262296
n = 61 | d = 791 | goodJ.size() = 17 | err = 0.49180327868852464
n = 61 | d = 801 | goodJ.size() = 9 | err = 0.4426229508196722
n = 61 | d = 811 | goodJ.size() = 20 | err = 0.5245901639344263
n = 61 | d = 821 | goodJ.size() = 13 | err = 0.45901639344262296
n = 61 | d = 831 | goodJ.size() = 21 | err = 0.5737704918032788
n = 61 | d = 841 | goodJ.size() = 18 | err = 0.4426229508196722
n = 61 | d = 851 | goodJ.size() = 20 | err = 0.4754098360655738
n = 61 | d = 861 | goodJ.size() = 11 | err = 0.36065573770491804
n = 61 | d = 871 | goodJ.size() = 18 | err = 0.45901639344262296
n = 61 | d = 881 | goodJ.size() = 18 | err = 0.45901639344262296
n = 61 | d = 891 | goodJ.size() = 20 | err = 0.6065573770491803
n = 61 | d = 901 | goodJ.size() = 8 | err = 0.5245901639344263
n = 61 | d = 911 | goodJ.size() = 18 | err = 0.45901639344262296
n = 61 | d = 921 | goodJ.size() = 21 | err = 0.45901639344262296
n = 61 | d = 931 | goodJ.size() = 19 | err = 0.5901639344262295
n = 61 | d = 941 | goodJ.size() = 20 | err = 0.5245901639344263
n = 61 | d = 951 | goodJ.size() = 23 | err = 0.4754098360655738
n = 61 | d = 961 | goodJ.size() = 22 | err = 0.45901639344262296
n = 61 | d = 971 | goodJ.size() = 17 | err = 0.4754098360655738
n = 61 | d = 981 | goodJ.size() = 29 | err = 0.4426229508196722
n = 61 | d = 991 | goodJ.size() = 27 | err = 0.5573770491803279
n = 71 | d = 1 | goodJ.size() = 0 | err = 0.5352112676056339
n = 71 | d = 11 | goodJ.size() = 1 | err = 0.4507042253521127
n = 71 | d = 21 | goodJ.size() = 1 | err = 0.5492957746478874
n = 71 | d = 31 | goodJ.size() = 2 | err = 0.4507042253521127
n = 71 | d = 41 | goodJ.size() = 3 | err = 0.49295774647887325
n = 71 | d = 51 | goodJ.size() = 2 | err = 0.49295774647887325
n = 71 | d = 61 | goodJ.size() = 3 | err = 0.5352112676056339
n = 71 | d = 71 | goodJ.size() = 1 | err = 0.38028169014084506
n = 71 | d = 81 | goodJ.size() = 0 | err = 0.4225352112676056
n = 71 | d = 91 | goodJ.size() = 8 | err = 0.47887323943661975
n = 71 | d = 101 | goodJ.size() = 2 | err = 0.5633802816901409
n = 71 | d = 111 | goodJ.size() = 6 | err = 0.5633802816901409
n = 71 | d = 121 | goodJ.size() = 3 | err = 0.5633802816901409
n = 71 | d = 131 | goodJ.size() = 5 | err = 0.5211267605633803
n = 71 | d = 141 | goodJ.size() = 5 | err = 0.4225352112676056
n = 71 | d = 151 | goodJ.size() = 4 | err = 0.3943661971830986
n = 71 | d = 161 | goodJ.size() = 5 | err = 0.4366197183098592
n = 71 | d = 171 | goodJ.size() = 3 | err = 0.49295774647887325
n = 71 | d = 181 | goodJ.size() = 7 | err = 0.4084507042253521
n = 71 | d = 191 | goodJ.size() = 8 | err = 0.5774647887323944
n = 71 | d = 201 | goodJ.size() = 5 | err = 0.4647887323943662
n = 71 | d = 211 | goodJ.size() = 6 | err = 0.47887323943661975
